Season,Team,Player,Nationality,Role,Age,Presences,Gol,Assist,Penalty Goal,Penalty Attempt,Expected Goals,Expected Assists,Progressive Carries,Progressive Passes,Progressive Receptions,Goals per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists per 90 minutes
2223,Atalanta,Ademola Lookman,NGA,Attaccante,24,31,13,6,10,3,9.1,6.6,73,79,185,0.68,0.31,0.47,0.34
2223,Atalanta,Berat Djimsiti,ALB,Difensore,29,24,0,1,0,0,0.6,0.2,7,45,9,0.0,0.05,0.03,0.01
2223,Atalanta,Brandon Soppy,FRA,Difensore,20,15,0,3,0,0,0.3,1.6,23,33,35,0.0,0.42,0.05,0.23
2223,Atalanta,Caleb Okoli,ITA,Difensore,21,17,0,0,0,0,0.5,0.0,4,19,12,0.0,0.0,0.04,0.0
2223,Atalanta,Davide Zappacosta,ITA,Difensore,30,21,4,2,4,0,1.5,1.6,48,55,101,0.24,0.12,0.09,0.1
2223,Atalanta,Duván Zapata,COL,Attaccante,31,25,2,2,2,0,3.9,1.1,35,40,140,0.13,0.13,0.25,0.07
2223,Atalanta,Francesco Rossi,ITA,Portiere,31,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Atalanta,Giorgio Scalvini,ITA,Difensore,18,32,2,2,2,0,2.0,0.4,22,158,34,0.08,0.08,0.08,0.01
2223,Atalanta,Hans Hateboer,NED,Difensore,28,17,1,1,1,0,1.3,1.5,16,55,73,0.06,0.06,0.09,0.1
2223,Atalanta,Jeremie Boga,CIV,,25,23,2,5,2,0,1.9,2.8,64,53,78,0.23,0.58,0.22,0.33
2223,Atalanta,Joakim Mæhle,DEN,,25,34,3,3,3,0,3.0,2.9,81,137,186,0.12,0.12,0.12,0.12
2223,Atalanta,José Luis Palomino,ARG,Difensore,32,15,1,0,1,0,0.5,0.3,3,29,3,0.12,0.0,0.06,0.03
2223,Atalanta,Juan Musso,ARG,Portiere,28,24,0,0,0,0,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0
2223,Atalanta,Luis Muriel,COL,Attaccante,31,29,3,3,2,1,2.8,3.5,53,71,124,0.25,0.25,0.24,0.3
2223,Atalanta,Lukáš Vorlický,CZE,,20,3,0,0,0,0,0.0,0.0,2,3,3,0.0,0.0,0.18,0.0
2223,Atalanta,Marco Sportiello,ITA,Portiere,30,15,0,0,0,0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0
2223,Atalanta,Mario Pašalić,CRO,,27,32,5,2,5,0,5.7,2.2,24,82,83,0.25,0.1,0.29,0.11
2223,Atalanta,Marten de Roon,NED,Centrocampista,31,35,3,1,3,0,1.1,1.8,18,171,23,0.09,0.03,0.03,0.06
2223,Atalanta,Matteo Ruggeri,ITA,,20,15,0,1,0,0,0.6,0.9,22,55,65,0.0,0.11,0.06,0.1
2223,Atalanta,Merih Demiral,TUR,Difensore,24,28,1,0,1,0,0.7,0.5,3,26,4,0.06,0.0,0.04,0.03
2223,Atalanta,Nadir Zortea,ITA,,23,9,1,0,1,0,0.1,0.6,11,9,13,0.41,0.0,0.05,0.23
2223,Atalanta,Rafael Tolói,ITA,Difensore,31,32,2,1,2,0,2.8,1.2,21,148,29,0.06,0.03,0.09,0.04
2223,Atalanta,Rasmus Højlund,DEN,Attaccante,19,32,9,2,9,0,9.5,2.4,40,37,224,0.44,0.1,0.47,0.12
2223,Atalanta,Ruslan Malinovskyi,UKR,,29,15,1,2,1,0,0.6,2.0,19,50,36,0.16,0.33,0.1,0.33
2223,Atalanta,Teun Koopmeiners,NED,Centrocampista,24,33,10,4,8,2,7.6,6.4,60,186,106,0.31,0.13,0.24,0.2
2223,Atalanta,Tommaso De Nipoti,ITA,Centrocampista,19,1,0,0,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0
2223,Atalanta,Éderson,BRA,Centrocampista,23,35,1,1,1,0,2.0,2.3,37,93,62,0.04,0.04,0.08,0.09
2223,Bologna,Adama Soumaoro,FRA,Difensore,30,23,0,0,0,0,0.3,0.0,7,50,1,0.0,0.0,0.02,0.0
2223,Bologna,Andrea Cambiaso,ITA,Difensore,22,32,0,3,0,0,0.9,2.4,64,83,105,0.0,0.12,0.04,0.1
2223,Bologna,Antonio Raimondo,ITA,Attaccante,18,2,0,0,0,0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0
2223,Bologna,Charalambos Lykogiannis,GRE,Difensore,28,21,2,0,2,0,0.8,1.5,32,60,47,0.16,0.0,0.06,0.12
2223,Bologna,Denso Kasius,NED,Difensore,19,7,0,2,0,0,0.1,0.7,9,9,21,0.0,0.53,0.03,0.18
2223,Bologna,Emanuel Vignato,ITA,,21,8,0,1,0,0,0.1,0.4,3,9,4,0.0,0.37,0.03,0.14
2223,Bologna,Francesco Bardi,ITA,Portiere,30,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Bologna,Gary Medel,CHI,,34,29,0,1,0,0,0.1,0.4,1,58,5,0.0,0.06,0.0,0.02
2223,Bologna,Giorgos Kyriakopoulos,GRE,,26,12,0,2,0,0,0.2,0.8,21,23,50,0.0,0.26,0.03,0.1
2223,Bologna,Jerdy Schouten,NED,Centrocampista,25,33,0,2,0,0,0.4,1.5,15,139,29,0.0,0.07,0.02,0.05
2223,Bologna,Jhon Lucumí,COL,Difensore,24,33,0,1,0,0,0.7,0.4,37,84,6,0.0,0.03,0.02,0.01
2223,Bologna,Joaquin Sosa,URU,Difensore,20,10,0,0,0,0,0.1,0.0,6,13,1,0.0,0.0,0.01,0.0
2223,Bologna,Joshua Zirkzee,NED,Attaccante,21,19,2,2,2,0,3.1,1.4,10,17,74,0.22,0.22,0.34,0.15
2223,Bologna,Kevin Bonifazi,ITA,Difensore,26,13,0,0,0,0,0.2,0.0,4,33,0,0.0,0.0,0.02,0.0
2223,Bologna,Lewis Ferguson,SCO,,22,32,7,0,7,0,4.7,1.0,31,88,114,0.27,0.0,0.18,0.04
2223,Bologna,Lorenzo De Silvestri,ITA,Difensore,34,15,1,0,1,0,0.6,0.2,18,31,17,0.13,0.0,0.09,0.03
2223,Bologna,Marko Arnautović,AUT,Attaccante,33,21,10,0,7,3,7.2,1.9,13,36,116,0.59,0.0,0.42,0.11
2223,Bologna,Michel Aebischer,SUI,Attaccante,25,32,1,0,1,0,1.5,0.6,14,46,85,0.06,0.0,0.08,0.04
2223,Bologna,Musa Barrow,GAM,Attaccante,23,32,3,8,3,0,3.0,4.7,68,58,141,0.14,0.37,0.14,0.22
2223,Bologna,Nicola Sansone,ITA,Attaccante,30,18,4,2,4,0,2.8,1.0,17,13,72,0.49,0.24,0.34,0.12
2223,Bologna,Nicolás Domínguez,ARG,Centrocampista,24,31,3,2,3,0,2.6,2.9,39,147,84,0.12,0.08,0.1,0.11
2223,Bologna,Niklas Pyyhtiä,FIN,Centrocampista,18,6,0,1,0,0,0.2,0.1,2,1,5,0.0,0.82,0.12,0.12
2223,Bologna,Nikola Moro,CRO,Centrocampista,24,26,1,5,1,0,0.8,2.2,24,102,35,0.07,0.37,0.06,0.16
2223,Bologna,Riccardo Orsolini,ITA,Attaccante,25,32,11,4,8,3,10.5,3.1,53,62,212,0.47,0.17,0.44,0.13
2223,Bologna,Roberto Soriano,ITA,Attaccante,31,27,1,3,1,0,0.6,2.5,30,56,66,0.07,0.2,0.04,0.17
2223,Bologna,Stefan Posch,AUT,Difensore,25,30,6,2,6,0,3.3,2.0,45,148,65,0.21,0.07,0.12,0.07
2223,Bologna,Łukasz Skorupski,POL,Portiere,31,37,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Cremonese,Alberto Basso,ITA,Centrocampista,18,1,0,0,0,0,0.0,0.0,0,1,2,0.0,0.0,0.2,0.0
2223,Cremonese,Alex Ferrari,ITA,Difensore,28,16,0,0,0,0,0.0,0.1,2,27,5,0.0,0.0,0.0,0.01
2223,Cremonese,Charles Pickel,COD,Centrocampista,25,33,1,0,1,0,1.6,1.2,18,104,61,0.04,0.0,0.06,0.04
2223,Cremonese,Christian Acella,ITA,Centrocampista,20,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Cremonese,Cristian Buonaiuto,ITA,,29,29,1,0,0,1,3.3,1.8,35,39,89,0.09,0.0,0.3,0.16
2223,Cremonese,Cyriel Dessers,NGA,Attaccante,27,26,6,1,6,0,7.1,1.6,21,27,110,0.34,0.06,0.4,0.09
2223,Cremonese,Daniel Ciofani,ITA,Attaccante,37,32,8,0,5,3,5.5,0.7,5,10,36,0.68,0.0,0.47,0.06
2223,Cremonese,David Okereke,NGA,Attaccante,24,33,7,0,6,1,5.9,1.1,56,70,144,0.28,0.0,0.24,0.04
2223,Cremonese,Emanuel Aiwum,AUT,Difensore,21,23,0,0,0,0,0.2,0.4,19,46,7,0.0,0.0,0.01,0.02
2223,Cremonese,Emanuele Valeri,ITA,Difensore,23,37,2,3,2,0,2.2,4.6,111,90,158,0.06,0.1,0.07,0.15
2223,Cremonese,Felix Afena-Gyan,GHA,Attaccante,19,23,0,0,0,0,1.9,0.1,22,8,54,0.0,0.0,0.21,0.02
2223,Cremonese,Frank Tsadjout,ITA,Attaccante,23,20,3,1,3,0,2.0,0.5,15,18,63,0.26,0.09,0.17,0.05
2223,Cremonese,Giacomo Quagliata,ITA,Difensore,22,20,0,1,0,0,0.5,1.0,19,28,45,0.0,0.13,0.06,0.13
2223,Cremonese,Gonzalo Escalante,ARG,Centrocampista,29,9,0,1,0,0,0.2,0.2,3,30,8,0.0,0.16,0.03,0.04
2223,Cremonese,Ionuț Radu,ROU,Portiere,25,9,0,0,0,0,0.0,0.4,0,0,0,0.0,0.0,0.0,0.04
2223,Cremonese,Jack Hendry,SCO,Difensore,27,4,0,0,0,0,0.0,0.0,1,9,0,0.0,0.0,0.0,0.01
2223,Cremonese,Jaime Báez,URU,Difensore,27,2,0,0,0,0,0.1,0.1,5,4,8,0.0,0.0,0.12,0.12
2223,Cremonese,Johan Vásquez,MEX,Difensore,23,25,1,0,1,0,0.7,0.3,18,48,12,0.05,0.0,0.04,0.02
2223,Cremonese,Leonardo Sernicola,ITA,Difensore,25,32,2,2,2,0,1.3,2.3,60,62,95,0.08,0.08,0.05,0.09
2223,Cremonese,Luca Zanimacchia,ITA,,24,15,0,0,0,0,1.2,0.9,22,26,70,0.0,0.0,0.14,0.1
2223,Cremonese,Luka Lochoshvili,GEO,Difensore,24,25,1,2,1,0,0.6,1.1,17,70,5,0.05,0.1,0.03,0.05
2223,Cremonese,Marco Benassi,ITA,Centrocampista,27,15,0,0,0,0,1.3,0.4,10,27,30,0.0,0.0,0.12,0.04
2223,Cremonese,Marco Carnesecchi,ITA,Portiere,22,27,0,1,0,0,0.0,0.2,0,0,0,0.0,0.04,0.0,0.01
2223,Cremonese,Matteo Bianchetti,ITA,Difensore,29,25,1,0,1,0,0.8,0.5,6,47,4,0.04,0.0,0.03,0.02
2223,Cremonese,Michele Castagnetti,ITA,Centrocampista,32,27,0,1,0,0,0.6,1.8,14,120,10,0.0,0.06,0.04,0.12
2223,Cremonese,Mouhamadou Sarr,SEN,Portiere,25,2,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Cremonese,Pablo Galdames Millán,CHI,Centrocampista,25,13,1,2,1,0,0.3,1.1,5,33,17,0.12,0.25,0.04,0.13
2223,Cremonese,Paolo Ghiglione,ITA,Difensore,25,15,1,1,1,0,0.8,0.6,5,19,35,0.13,0.13,0.1,0.08
2223,Cremonese,Samuel Di Carmine,ITA,Attaccante,33,2,0,0,0,0,0.1,0.0,1,1,2,0.0,0.0,0.28,0.0
2223,Cremonese,Santiago Ascacíbar,ARG,Centrocampista,25,13,0,0,0,0,0.4,0.4,1,41,6,0.0,0.0,0.05,0.05
2223,Cremonese,Soualiho Meïté,FRA,Centrocampista,28,31,0,2,0,0,0.5,0.7,26,82,22,0.0,0.08,0.02,0.03
2223,Cremonese,Tommaso Milanese,ITA,Centrocampista,20,2,0,0,0,0,0.0,0.2,2,2,1,0.0,0.0,0.0,0.63
2223,Cremonese,Vlad Chiricheș,ROU,Difensore,32,16,0,0,0,0,0.0,0.0,2,18,1,0.0,0.0,0.0,0.0
2223,Empoli,Alberto Grassi,ITA,Centrocampista,27,25,0,0,0,0,0.6,0.4,5,50,10,0.0,0.0,0.04,0.03
2223,Empoli,Ardian Ismajli,ALB,Difensore,25,25,0,0,0,0,0.7,0.3,10,42,0,0.0,0.0,0.03,0.01
2223,Empoli,Duccio Degl'Innocenti,ITA,Centrocampista,19,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Empoli,Emanuel Vignato,ITA,,21,5,1,0,1,0,0.2,0.1,1,7,5,1.58,0.0,0.3,0.19
2223,Empoli,Emmanuel Ekong,SWE,Attaccante,20,2,0,0,0,0,0.0,0.0,1,0,1,0.0,0.0,0.2,0.0
2223,Empoli,Fabiano Parisi,ITA,Difensore,21,33,2,0,2,0,1.8,2.0,102,154,68,0.06,0.0,0.06,0.06
2223,Empoli,Filippo Bandinelli,ITA,Centrocampista,27,35,2,0,2,0,1.7,2.6,40,101,89,0.08,0.0,0.07,0.1
2223,Empoli,Francesco Caputo,ITA,Attaccante,34,21,5,4,3,2,7.5,2.2,16,21,128,0.26,0.21,0.39,0.12
2223,Empoli,Guglielmo Vicario,ITA,Portiere,25,31,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Empoli,Herculano Nabian,POR,Centrocampista,18,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Empoli,Jacopo Fazzini,ITA,Centrocampista,19,21,0,0,0,0,1.0,0.9,11,21,40,0.0,0.0,0.11,0.09
2223,Empoli,Jean-Daniel Akpa-Akpro,CIV,,29,24,1,1,1,0,1.5,1.0,19,39,37,0.07,0.07,0.1,0.06
2223,Empoli,Koni De Winter,BEL,Difensore,20,14,0,0,0,0,0.0,0.2,2,22,0,0.0,0.0,0.0,0.01
2223,Empoli,Liam Henderson,SCO,Centrocampista,26,25,0,1,0,0,0.5,1.4,11,38,38,0.0,0.09,0.04,0.12
2223,Empoli,Liberato Cacace,NZL,Difensore,21,12,0,0,0,0,0.6,0.6,21,41,31,0.0,0.0,0.09,0.1
2223,Empoli,Lorenzo Tonelli,ITA,Difensore,32,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Empoli,Marko Pjaca,CRO,,27,17,0,0,0,0,0.7,0.4,22,18,33,0.0,0.0,0.11,0.08
2223,Empoli,Martin Satriano,URU,Attaccante,21,31,2,1,2,0,3.9,1.2,29,22,127,0.11,0.05,0.2,0.07
2223,Empoli,Mattia Destro,ITA,Attaccante,31,17,1,0,1,0,1.4,0.4,4,4,20,0.16,0.0,0.22,0.06
2223,Empoli,Nedim Bajrami,ALB,,23,19,1,1,1,0,1.2,1.2,22,29,47,0.1,0.1,0.12,0.11
2223,Empoli,Nicolas Haas,SUI,Centrocampista,26,24,1,1,1,0,1.2,0.9,10,36,23,0.08,0.08,0.09,0.07
2223,Empoli,Nicolò Cambiaghi,ITA,Attaccante,21,28,6,1,6,0,3.4,1.1,73,42,99,0.42,0.07,0.23,0.08
2223,Empoli,Petar Stojanović,SVN,Difensore,26,27,0,1,0,0,0.3,1.0,50,91,51,0.0,0.06,0.02,0.06
2223,Empoli,Roberto Piccoli,ITA,Attaccante,21,13,2,0,2,0,1.3,0.4,8,4,25,0.35,0.0,0.22,0.07
2223,Empoli,Răzvan Marin,ROU,Centrocampista,26,33,2,4,2,0,1.4,4.2,35,118,27,0.07,0.14,0.05,0.15
2223,Empoli,Sam Lammers,NED,Attaccante,25,14,1,1,1,0,2.3,0.7,9,19,67,0.1,0.1,0.23,0.07
2223,Empoli,Samir Ujkani,KVX,Portiere,34,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Empoli,Samuele Perisan,ITA,Portiere,24,7,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Empoli,Sebastian Walukiewicz,POL,Difensore,22,11,0,0,0,0,0.3,0.1,6,13,0,0.0,0.0,0.05,0.01
2223,Empoli,Sebastiano Luperto,ITA,Difensore,25,36,2,0,2,0,1.2,0.6,13,72,3,0.06,0.0,0.04,0.02
2223,Empoli,Tommaso Baldanzi,ITA,Centrocampista,19,26,4,0,4,0,2.4,1.8,57,69,94,0.2,0.0,0.12,0.09
2223,Empoli,Tyronne Ebuehi,NGA,Difensore,26,26,2,4,2,0,3.1,1.9,31,41,42,0.09,0.19,0.14,0.09
2223,Fiorentina,Aleksa Terzić,SRB,Difensore,22,22,1,1,1,0,0.4,1.9,49,40,61,0.1,0.1,0.04,0.18
2223,Fiorentina,Alessandro Bianco,ITA,Centrocampista,19,7,0,0,0,0,0.1,0.0,4,9,2,0.0,0.0,0.04,0.01
2223,Fiorentina,Alfred Duncan,GHA,Centrocampista,29,25,1,0,1,0,0.5,0.6,18,70,30,0.08,0.0,0.04,0.05
2223,Fiorentina,Antonín Barák,CZE,Centrocampista,27,30,2,0,2,0,2.6,1.6,45,82,93,0.1,0.0,0.13,0.08
2223,Fiorentina,Arthur Cabral,BRA,Attaccante,24,28,8,1,6,2,7.9,0.8,11,21,86,0.5,0.06,0.49,0.05
2223,Fiorentina,Christian Kouamé,CIV,Attaccante,24,28,4,4,4,0,5.3,3.7,50,54,203,0.19,0.19,0.26,0.18
2223,Fiorentina,Cristiano Biraghi,ITA,Difensore,29,33,2,4,2,0,1.8,5.5,69,161,113,0.07,0.14,0.07,0.19
2223,Fiorentina,Dodô,BRA,Difensore,23,33,1,3,1,0,0.7,2.2,72,141,104,0.04,0.12,0.03,0.09
2223,Fiorentina,Gaetano Castrovilli,ITA,Centrocampista,25,15,2,1,2,0,1.2,1.1,12,14,16,0.25,0.13,0.15,0.14
2223,Fiorentina,Giacomo Bonaventura,ITA,Centrocampista,32,30,5,1,5,0,4.3,3.1,64,102,91,0.24,0.05,0.2,0.15
2223,Fiorentina,Igor,BRA,Difensore,24,27,0,0,0,0,0.5,0.2,19,76,2,0.0,0.0,0.02,0.01
2223,Fiorentina,Jonathan Ikone,FRA,Attaccante,24,33,4,4,4,0,4.1,3.7,83,67,178,0.18,0.18,0.18,0.17
2223,Fiorentina,Josip Brekalo,CRO,Attaccante,24,6,0,0,0,0,0.7,0.5,11,18,31,0.0,0.0,0.26,0.2
2223,Fiorentina,Lorenzo Venuti,ITA,Difensore,27,17,0,1,0,0,0.4,0.5,24,44,43,0.0,0.1,0.04,0.05
2223,Fiorentina,Luca Ranieri,ITA,Difensore,23,9,0,0,0,0,0.1,0.1,4,11,0,0.0,0.0,0.01,0.02
2223,Fiorentina,Lucas Martínez Quarta,ARG,Difensore,26,27,1,1,1,0,2.5,0.6,19,119,6,0.04,0.04,0.1,0.02
2223,Fiorentina,Luka Jović,SRB,Attaccante,24,31,6,3,6,0,7.9,1.5,8,28,75,0.35,0.18,0.46,0.09
2223,Fiorentina,Marco Benassi,ITA,Difensore,27,2,0,0,0,0,0.0,0.1,0,9,6,0.0,0.0,0.0,0.09
2223,Fiorentina,Michele Cerofolini,ITA,Portiere,23,5,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Fiorentina,Nicolás González,ARG,Attaccante,24,24,6,1,4,2,6.7,1.3,37,70,112,0.4,0.07,0.45,0.09
2223,Fiorentina,Nikola Milenković,SRB,Difensore,24,27,2,1,2,0,1.9,0.5,9,78,3,0.08,0.04,0.08,0.02
2223,Fiorentina,Pierluigi Gollini,ITA,Portiere,27,3,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Fiorentina,Pietro Terracciano,ITA,Portiere,32,29,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Fiorentina,Riccardo Saponara,ITA,Attaccante,30,29,4,3,4,0,2.8,3.4,56,56,125,0.3,0.22,0.21,0.26
2223,Fiorentina,Riccardo Sottil,ITA,Attaccante,23,18,0,2,0,0,1.0,1.1,65,27,123,0.0,0.22,0.11,0.12
2223,Fiorentina,Rolando Mandragora,ITA,Centrocampista,25,29,2,4,2,0,1.5,4.9,18,142,59,0.09,0.18,0.07,0.23
2223,Fiorentina,Salvatore Sirigu,ITA,Portiere,35,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Fiorentina,Sofyan Amrabat,MAR,Centrocampista,25,29,0,1,0,0,0.5,1.1,36,176,24,0.0,0.05,0.02,0.05
2223,Fiorentina,Szymon Żurkowski,POL,Centrocampista,24,2,0,1,0,0,0.1,0.0,3,1,4,0.0,2.81,0.33,0.06
2223,Fiorentina,Youssef Maleh,MAR,Centrocampista,23,7,0,0,0,0,0.6,0.6,3,11,17,0.0,0.0,0.17,0.2
2223,Hellas Verona,Adolfo Gaich,ARG,Attaccante,23,16,2,0,2,0,2.5,0.4,6,11,33,0.25,0.0,0.31,0.05
2223,Hellas Verona,Adrien Tameze,CMR,Centrocampista,28,37,0,0,0,0,0.9,0.9,32,103,58,0.0,0.0,0.03,0.03
2223,Hellas Verona,Ajdin Hrustic,AUS,Centrocampista,26,6,0,0,0,0,0.3,0.6,7,8,12,0.0,0.0,0.13,0.24
2223,Hellas Verona,Alessandro Cortinovis,ITA,Centrocampista,21,1,0,0,0,0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0
2223,Hellas Verona,Antonín Barák,CZE,Centrocampista,27,1,0,0,0,0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0
2223,Hellas Verona,Bruno Amione,ARG,Difensore,20,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Hellas Verona,Cyril Ngonge,BEL,,22,14,3,1,3,0,2.0,0.6,18,13,40,0.36,0.12,0.24,0.07
2223,Hellas Verona,Darko Lazović,SRB,,31,30,4,5,4,0,3.6,6.4,72,81,167,0.16,0.2,0.14,0.26
2223,Hellas Verona,Davide Faraoni,ITA,Difensore,30,23,2,3,2,0,2.7,1.0,11,54,33,0.12,0.18,0.17,0.06
2223,Hellas Verona,Deyovaisio Zeefuik,NED,Difensore,24,1,0,0,0,0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
2223,Hellas Verona,Diego Coppola,ITA,Difensore,18,19,0,0,0,0,0.3,0.0,9,42,8,0.0,0.0,0.03,0.0
2223,Hellas Verona,Fabio Depaoli,ITA,Difensore,25,31,2,2,2,0,1.7,1.2,28,66,76,0.08,0.08,0.07,0.05
2223,Hellas Verona,Federico Ceccherini,ITA,Difensore,30,22,2,0,2,0,0.8,0.2,25,53,20,0.13,0.0,0.05,0.01
2223,Hellas Verona,Filippo Terracciano,ITA,,19,20,0,1,0,0,0.2,1.2,16,37,24,0.0,0.11,0.02,0.14
2223,Hellas Verona,Giangiacomo Magnani,ITA,Difensore,26,24,0,1,0,0,0.5,0.2,5,32,5,0.0,0.06,0.03,0.01
2223,Hellas Verona,Ibrahim Sulemana,GHA,Centrocampista,19,16,0,0,0,0,0.3,0.2,4,18,5,0.0,0.0,0.05,0.03
2223,Hellas Verona,Isak Hien,SWE,Difensore,23,32,0,0,0,0,0.3,0.1,17,54,2,0.0,0.0,0.01,0.0
2223,Hellas Verona,Ivan Ilić,SRB,Centrocampista,21,11,0,1,0,0,0.4,1.0,18,39,20,0.0,0.11,0.04,0.1
2223,Hellas Verona,Jayden Braaf,NED,,19,6,0,0,0,0,0.8,0.1,10,5,29,0.0,0.0,0.24,0.05
2223,Hellas Verona,Josh Doig,SCO,Difensore,20,22,2,3,2,0,1.8,1.2,41,27,61,0.13,0.2,0.12,0.08
2223,Hellas Verona,Juan David Cabal,COL,Difensore,21,11,0,0,0,0,0.0,0.3,4,17,8,0.0,0.0,0.0,0.06
2223,Hellas Verona,Kevin Lasagna,ITA,Attaccante,29,26,1,2,1,0,6.0,1.7,36,19,105,0.06,0.11,0.35,0.09
2223,Hellas Verona,Koray Günter,GER,Difensore,27,13,1,0,1,0,0.9,0.9,7,36,3,0.09,0.0,0.08,0.08
2223,Hellas Verona,Lorenzo Montipò,ITA,Portiere,26,37,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Hellas Verona,Martin Hongla,CMR,Centrocampista,24,9,0,0,0,0,0.2,0.3,6,24,10,0.0,0.0,0.03,0.05
2223,Hellas Verona,Miguel Veloso,POR,Centrocampista,36,22,0,0,0,0,0.5,2.1,17,84,22,0.0,0.0,0.04,0.16
2223,Hellas Verona,Milan Đurić,BIH,Attaccante,32,28,1,1,1,0,1.4,1.3,2,29,72,0.07,0.07,0.09,0.08
2223,Hellas Verona,Oliver Abildgaard,DEN,Centrocampista,26,13,0,0,0,0,0.1,0.4,2,15,8,0.0,0.0,0.02,0.07
2223,Hellas Verona,Ondrej Duda,SVK,Centrocampista,27,15,0,0,0,0,0.8,0.3,15,44,22,0.0,0.0,0.07,0.03
2223,Hellas Verona,Panagiotis Retsos,GRE,Difensore,23,2,0,0,0,0,0.1,0.0,2,2,0,0.0,0.0,0.05,0.02
2223,Hellas Verona,Paweł Dawidowicz,POL,Difensore,27,23,1,1,1,0,1.1,0.8,20,60,17,0.06,0.06,0.06,0.04
2223,Hellas Verona,Roberto Piccoli,ITA,Attaccante,21,7,0,0,0,0,0.4,0.2,2,0,8,0.0,0.0,0.19,0.08
2223,Hellas Verona,Simone Perilli,ITA,Portiere,27,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Hellas Verona,Simone Verdi,ITA,,30,24,5,0,4,1,2.6,2.1,34,46,57,0.41,0.0,0.21,0.18
2223,Hellas Verona,Thomas Henry,FRA,Attaccante,27,16,2,0,2,0,1.7,1.1,3,18,58,0.17,0.0,0.15,0.09
2223,Hellas Verona,Yayah Kallon,SLE,,21,22,1,1,1,0,1.7,1.5,33,22,64,0.1,0.1,0.17,0.16
2223,Inter,Alessandro Bastoni,ITA,Difensore,23,29,0,2,0,0,1.0,2.7,47,141,44,0.0,0.08,0.04,0.11
2223,Inter,Alex Cordaz,ITA,Portiere,39,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
2223,Inter,André Onana,CMR,Portiere,26,24,0,0,0,0,0.0,0.1,0,2,0,0.0,0.0,0.0,0.0
2223,Inter,Danilo D'Ambrosio,ITA,Difensore,33,15,0,2,0,0,0.3,0.7,8,34,17,0.0,0.25,0.03,0.08
2223,Inter,Denzel Dumfries,NED,Difensore,26,34,1,4,1,0,3.6,4.9,62,59,172,0.04,0.16,0.15,0.2
2223,Inter,Edin Džeko,BIH,Attaccante,36,33,9,3,9,0,9.7,3.2,32,67,150,0.47,0.16,0.5,0.17
2223,Inter,Federico Dimarco,ITA,Difensore,24,33,4,3,4,0,3.1,6.9,45,88,189,0.17,0.13,0.13,0.3
2223,Inter,Francesco Acerbi,ITA,Difensore,34,31,0,2,0,0,1.0,1.1,39,100,32,0.0,0.07,0.04,0.04
2223,Inter,Hakan Çalhanoğlu,TUR,Centrocampista,28,33,3,6,2,1,3.1,5.0,46,172,68,0.11,0.23,0.12,0.19
2223,Inter,Henrikh Mkhitaryan,ARM,Centrocampista,33,31,3,2,3,0,2.8,2.1,48,133,74,0.14,0.09,0.13,0.1
2223,Inter,Joaquín Correa,ARG,Attaccante,27,26,3,1,3,0,3.4,1.3,19,29,61,0.28,0.09,0.33,0.12
2223,Inter,Kristjan Asllani,ALB,Centrocampista,20,20,0,0,0,0,0.5,0.9,6,29,6,0.0,0.0,0.08,0.14
